Namesake,NamingCategory_1,NamingCategory_2,NamingSource
"Mount Haruna, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Haruna
"Mount Hiei, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Hiei
"Mount Ibuki, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Ibuki
"Mount Ikoma, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Ikoma
"Mount Iwate, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Iwate
"Mount Kasagi, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Kasagi
"Mount Kearsarge, New Hampshire, US",Geographical,Mountain,"https://en.wikipedia.org/wiki/Mount_Kearsarge_(Merrimack_County,_New_Hampshire)"
"Mount Kirishima, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Kirishima
"Mount Kongo, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Kong%C5%8D
"Mount Kurama, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Kurama
"Mount Maya, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Maya
"Mount Myoko, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_My%C5%8Dk%C5%8D
"Mount Nachi, Japan",Geographical,Mountain,
"Mount Otowa, Japan",Geographical,Mountain,
"Mount Takao, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Takao
"Mount Tsukuba, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Tsukuba
"Mount Unebi, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Unebi
"Mount Wakakusa, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Wakakusa
"Mount Yamato Katsuragi, Japan",Geographical,Mountain,https://en.wikipedia.org/wiki/Mount_Yamato_Katsuragi
"Mountain Kinugasa, Japan",Geographical,Mountain,
"Yu Shan, Taiwan",Geographical,Mountain,https://en.wikipedia.org/wiki/Yu_Shan
"Shawmut Peninsula, Massachusetts, US",Geographical,Peninsula,https://en.wikipedia.org/wiki/Shawmut_Peninsula
"Akashi, Hyogo, Japan",Geographical,Region,"https://en.wikipedia.org/wiki/Akashi,_Hy%C5%8Dgo"
"Alsace, France",Geographical,Region,https://en.wikipedia.org/wiki/Alsace
"Bearn, France",Geographical,Region,https://en.wikipedia.org/wiki/B%C3%A9arn
"Brittany, France",Geographical,Region,https://en.wikipedia.org/wiki/Brittany
"Dalmatia, Europe",Geographical,Region,https://en.wikipedia.org/wiki/Dalmatia
"East Frisia, Germany",Geographical,Region,https://en.wikipedia.org/wiki/East_Frisia
"Flanders, Belgium",Geographical,Region,https://en.wikipedia.org/wiki/Flanders
"French Riviera, France",Geographical,Region,https://en.wikipedia.org/wiki/French_Riviera
"Gascony, France",Geographical,Region,https://en.wikipedia.org/wiki/Gascony
Gaul,Geographical,Region,https://en.wikipedia.org/wiki/Gaul
"Guyenne, France",Geographical,Region,https://en.wikipedia.org/wiki/Guyenne
"Helgoland, Germany",Geographical,Region,https://en.wikipedia.org/wiki/Heligoland
"Hesse, Germany",Geographical,Region,https://en.wikipedia.org/wiki/Hesse
"Khibiny Mountains, Murmansk Oblast, Russia",Geographical,Region,https://en.wikipedia.org/wiki/Khibiny_Mountains
"Kuril Islands, Russia",Geographical,Region,https://en.wikipedia.org/wiki/Kuril_Islands
"Languedoc, France",Geographical,Region,https://en.wikipedia.org/wiki/Languedoc
"Lorraine, France",Geographical,Region,https://en.wikipedia.org/wiki/Lorraine
"Matsushima, Miyagi Prefecture, Japan",Geographical,Region,https://en.wikipedia.org/wiki/Matsushima
"Miyako Islands, Japan",Geographical,Region,https://en.wikipedia.org/wiki/Miyako_Islands
"Naniwa-ku, Osaka, Japan",Geographical,Region,"https://en.wikipedia.org/wiki/Naniwa-ku,_Osaka"
"Normandy, France",Geographical,Region,https://en.wikipedia.org/wiki/Normandy
"Provence, France",Geographical,Region,https://en.wikipedia.org/wiki/Provence
"Rheinland, Germany",Geographical,Region,https://en.wikipedia.org/wiki/Rhineland
"Suma-ku, Kobe, Japan",Geographical,Region,"https://en.wikipedia.org/wiki/Suma-ku,_Kobe"
"Takachiho-gawara, Kagoshima Prefecture, Japan",Geographical,Region,https://en.wikipedia.org/wiki/Takachiho-gawara
"Thuringia, Germany",Geographical,Region,https://en.wikipedia.org/wiki/Thuringia
Wales,Geographical,Region,https://en.wikipedia.org/wiki/Wales
"Yaeyama Islands, Japan",Geographical,Region,https://en.wikipedia.org/wiki/Yaeyama_Islands
"Yodo Domain, Japan",Geographical,Region,https://en.wikipedia.org/wiki/Yodo_Domain
"Yoshino District, Nara, Japan",Geographical,Region,"https://en.wikipedia.org/wiki/Yoshino_District,_Nara"
"Abukuma River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Abukuma_River
"Acheron, Greece",Geographical,River,https://en.wikipedia.org/wiki/Acheron
"Agano River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Agano_River
"Annapolis River, Canada",Geographical,River,https://en.wikipedia.org/wiki/Annapolis_River
"Chenango River, New York, US",Geographical,River,https://en.wikipedia.org/wiki/Chenango_River
"Columbia River, North America",Geographical,River,https://en.wikipedia.org/wiki/Columbia_River
"Dnieper River, Ukraine",Geographical,River,https://en.wikipedia.org/wiki/Dnieper
"Elbe River, Germany",Geographical,River,https://en.wikipedia.org/wiki/Elbe
"Euphrates, Asia",Geographical,River,https://en.wikipedia.org/wiki/Euphrates
"Ganges, India",Geographical,River,https://en.wikipedia.org/wiki/Ganges
"Indus River, Pakistan",Geographical,River,https://en.wikipedia.org/wiki/Indus_River
"Isuzu River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Isuzu_River
"Jinzu River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Jinz%C5%AB_River
"Kako River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Kako_River_(Japan)
"Kinugawa River, Japan",Geographical,River,
"Kiso River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Kiso_River
"Kitakami River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Kitakami_River
"Kuma River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Kuma_River_(Japan)
"Kumano River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Kumano_River
"Mikuma River, Japan",Geographical,River,
"Mogami River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Mogami_River
"Nagara River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Nagara_River
"Naka River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Naka_River_(Tochigi_Ibaraki)
"Natori River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Natori_River
"Niagara River, North America",Geographical,River,https://en.wikipedia.org/wiki/Niagara_River
"Oi River, Japan",Geographical,River,https://en.wikipedia.org/wiki/%C5%8Ci_River
"Orontes River, Syria",Geographical,River,https://en.wikipedia.org/wiki/Orontes_River
"Oyodo River, Japan",Geographical,River,https://en.wikipedia.org/wiki/%C5%8Cyodo_River
"Pactolus River, Turkey",Geographical,River,https://en.wikipedia.org/wiki/Pactolus
"River Forth, Scotland, UK",Geographical,River,https://en.wikipedia.org/wiki/River_Forth
"River Mersey, England, UK",Geographical,River,https://en.wikipedia.org/wiki/River_Mersey
"River Severn, England, UK",Geographical,River,https://en.wikipedia.org/wiki/River_Severn
"River Shannon, Ireland",Geographical,River,https://en.wikipedia.org/wiki/River_Shannon
"River Thames, England, UK",Geographical,River,https://en.wikipedia.org/wiki/River_Thames
"Saint Francis River, North America",Geographical,River,https://en.wikipedia.org/wiki/Saint_Francis_River_(Canada%E2%80%93United_States)
"Sakawa River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Sakawa_River
"Sangamon River, Illinois, US",Geographical,River,https://en.wikipedia.org/wiki/Sangamon_River
"Santee River, South Carolina, US",Geographical,River,https://en.wikipedia.org/wiki/Santee_River
"Sendai River, Japan",Geographical,River,
"Shinano River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Shinano_River
"St. Clair River, North America",Geographical,River,https://en.wikipedia.org/wiki/St._Clair_River
"St. Croix River, North America",Geographical,River,https://en.wikipedia.org/wiki/St._Croix_River_(Maine%E2%80%93New_Brunswick)
"St. George River, Maine, US",Geographical,River,https://en.wikipedia.org/wiki/St._George_River_(Maine)
"Suwannee River, Florida, US",Geographical,River,https://en.wikipedia.org/wiki/Suwannee_River
"Suzuya River, Japan",Geographical,River,
"Tama River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Tama_River
"Tatsuta River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Tatsuta_River
"Tenryu River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Tenry%C5%AB_River
"Tone River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Tone_River
"Volta River, Ghana",Geographical,River,https://en.wikipedia.org/wiki/Volta_River
"Weser River, Germany",Geographical,River,https://en.wikipedia.org/wiki/Weser
"Yahagi River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Yahagi_River
"Yoneshiro River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Yoneshiro_River
"Yubari River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Y%C5%ABbari_River
"Yura River, Japan",Geographical,River,https://en.wikipedia.org/wiki/Yura_River_(Japan)
"Amanohashidate, Kyoto Prefecture, Japan",Geographical,Sandbar,https://en.wikipedia.org/wiki/Amanohashidate
"Albemarle Sound, North Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Albemarle_Sound
"Altamaha Sound, Georgia, US",Geographical,Sound,https://en.wikipedia.org/wiki/Altamaha_River
"Barnes Sound, Florida, US",Geographical,Sound,https://en.wikipedia.org/wiki/Barnes_Sound
"Block Island Sound, Rhode Island, US",Geographical,Sound,https://en.wikipedia.org/wiki/Block_Island_Sound
"Bogue Sound, North Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Bogue_Sound
"Breton Sound, Louisiana, US",Geographical,Sound,https://en.wikipedia.org/wiki/Breton_Sound
"Calibogue Sound, South Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Daufuskie_Island
"Card Sound, Florida, US",Geographical,Sound,https://en.wikipedia.org/wiki/Card_Sound_Bridge
"Chandeleur Sound, Louisiana, US",Geographical,Sound,https://en.wikipedia.org/wiki/Chandeleur_Sound
"Copahee Sound, South Carolina, US",Geographical,Sound,
"Core Sound, North Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Core_Sound
"Croatan Sound, North Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Croatan_Sound
"Cumberland Sound, Georgia, US",Geographical,Sound,https://en.wikipedia.org/wiki/Cumberland_River_(Georgia)
"Currituck Sound, North Carolina, US",Geographical,Sound,https://en.wikipedia.org/wiki/Currituck_Sound
"Hamlin Sound, South Carolina, US",Geographical,Sound,
"Hobe Sound, Florida, US",Geographical,Sound,"https://en.wikipedia.org/wiki/Hobe_Sound,_Florida"
"Nassau Sound, Florida, US",Geographical,Sound,
"Norton Sound, Alaska, US",Geographical,Sound,https://en.wikipedia.org/wiki/Norton_Sound
"Pine Island Sound, Florida, US",Geographical,Sound,https://en.wikipedia.org/wiki/Pine_Island_Sound
"Pocomoke Sound, Maryland, US",Geographical,Sound,https://en.wikipedia.org/wiki/Pocomoke_Sound
"Prince William Sound, Alaska, US",Geographical,Sound,https://en.wikipedia.org/wiki/Prince_William_Sound
"Puget Sound, Washington, US",Geographical,Sound,https://en.wikipedia.org/wiki/Puget_Sound
"Salisbury Sound, Alaska, US",Geographical,Sound,https://en.wikipedia.org/wiki/Salisbury_Sound
"St. George Sound, Florida, US",Geographical,Sound,https://en.wikipedia.org/wiki/Apalachicola_Bay
"St. Simons Sound, Georgia, US",Geographical,Sound,https://en.wikipedia.org/wiki/St._Simons_Sound
"Tangier Sound, Maryland, US",Geographical,Sound,https://en.wikipedia.org/wiki/Tangier_Sound
"Townsend Sound, New Jersey, US",Geographical,Sound,https://en.wikipedia.org/wiki/Townsends_Inlet
"Absecon Inlet, New Jersey, US",Geographical,Strait,https://en.wikipedia.org/wiki/Absecon_Inlet
"Bering Strait, Alaska, US",Geographical,Strait,https://en.wikipedia.org/wiki/Bering_Strait
"Corson Inlet, New Jersey, US",Geographical,Strait,https://en.wikipedia.org/wiki/Corson_Inlet
"Shelikof Strait, Alaska, US",Geographical,Strait,https://en.wikipedia.org/wiki/Shelikof_Strait
"Tsugaru Strait, Japan",Geographical,Strait,https://en.wikipedia.org/wiki/Tsugaru_Strait
"Wachapreague Channel, Virginia, US",Geographical,Strait,https://en.wikipedia.org/wiki/Wachapreague_Channel
"Engadine Valley, Switzerland",Geographical,Valley,https://en.wikipedia.org/wiki/Engadin
"Yosemite Valley, California, US",Geographical,Valley,https://en.wikipedia.org/wiki/Yosemite_Valley
Argentine Declaration of Independence,Historical,Document,https://en.wikipedia.org/wiki/Argentine_Declaration_of_Independence
Argentine Declaration of Independence,Historical,Document,https://en.wikipedia.org/wiki/Argentine_Declaration_of_Independence
Constitution of the United States,Historical,Document,https://en.wikipedia.org/wiki/Constitution_of_the_United_States
Belknap Family,Historical,Dynasty,https://en.wikipedia.org/wiki/George_Belknap
House of Baden,Historical,Dynasty,https://en.wikipedia.org/wiki/House_of_Z%C3%A4hringen#House_of_Baden
House of Mecklenburg,Historical,Dynasty,https://en.wikipedia.org/wiki/House_of_Mecklenburg
House of Wettin,Historical,Dynasty,https://en.wikipedia.org/wiki/House_of_Wettin
House of Wittelsbach,Historical,Dynasty,https://en.wikipedia.org/wiki/House_of_Wittelsbach
House of Zahringen,Historical,Dynasty,https://en.wikipedia.org/wiki/House_of_Z%C3%A4hringen
Jurien de la Graviere,Historical,Dynasty,https://en.wikipedia.org/wiki/Jurien_de_la_Gravi%C3%A8re
Marquis de Vaudreuil,Historical,Dynasty,https://en.wikipedia.org/wiki/Vaudreuil#People
Diecisiete de Octubre,Historical,Event,https://en.wikipedia.org/wiki/Loyalty_Day_(Argentina)
"Kitty Hawk, North Carolina",Historical,Event,"https://en.wikipedia.org/wiki/Kitty_Hawk,_North_Carolina"
Flag of the United States,Historical,Item,https://en.wikipedia.org/wiki/Flag_of_the_United_States
United States Declaration of Independence,Historical,Item,https://en.wikipedia.org/wiki/United_States_Declaration_of_Independence
"Actions along the Matanikau, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Actions_along_the_Matanikau
"Battle of Agincourt, Hundred Years War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Agincourt
"Battle of Aliwal, First Anglo-Sikh War",Historical,Land Battle,https://en.wikipedia.org/wiki/First_Anglo-Sikh_War
"Battle of Antietam, American Civil War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Antietam
"Battle of Bairoko, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Bairoko
"Battle of Barrosa, Peninsular War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Barrosa
"Battle of Bataan, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Bataan
"Battle of Belleau Wood, World War I",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Belleau_Wood
"Battle of Bennington, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Bennington
"Battle of Blenheim, War of the Spanish Succession",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Blenheim
"Battle of Bunker Hill, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Bunker_Hill
"Battle of Chacabuco, Chilean War of Independence",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Chacabuco
"Battle of Chancellorsville, American Civil War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Chancellorsville
"Battle of Chippawa, War of 1812",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Chippawa
"Battle of Chosin Reservoir, Korean War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Chosin_Reservoir
"Battle of Cowpens, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Cowpens
"Battle of Crecy, Hundred Years' War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Cr%C3%A9cy
"Battle of Derna, First Barbary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Derna_(1805)
"Battle of Friedland, War of the Fourth Coalition",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Friedland
"Battle of Gettysburg, American Civil War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Gettysburg
"Battle of Hue, Vietnam War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Hu%E1%BA%BF
"Battle of Isly, Franco-Moroccan War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Isly
"Battle of Jena-Auerstedt, War of the Fourth Coalition",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Jena%E2%80%93Auerstedt
"Battle of Kilkis-Lachanas, Second Balkan War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Kilkis%E2%80%93Lachanas
"Battle of Lexington, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battles_of_Lexington_and_Concord#Lexington
"Battle of Magenta, Second Italian War of Independence",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Magenta
"Battle of Marengo, War of the Second Coalition",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Marengo
"Battle of Mindoro, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Mindoro
"Battle of Monterrey, Mexican-American War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Monterrey
"Battle of Munda Point, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Munda_Point
"Battle of New Orleans, War of 1812",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_New_Orleans
"Battle of Novara, First Italian War of Independence",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Novara_(1849)
"Battle of Oriskany, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Oriskany
"Battle of Princeton, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Princeton
"Battle of Ramillies, War of the Spanish Succession",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Ramillies
"Battle of Saint-Lo, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Saint-L%C3%B4
"Battle of San Jacinto, Texas Revolution",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_San_Jacinto
"Battle of Shiloh, American Civil War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Shiloh
"Battle of Solferino, Second Italian War of Independence",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Solferino
"Battle of the Alma, Crimean War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_the_Alma
"Battle of the Yser, World War I",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_the_Yser
"Battle of White Plains, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_White_Plains
"Battle of Wissembourg, Franco-Prussian War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_Wissembourg_(1870)
"Battle of Worth, Franco-Prussian War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battle_of_W%C3%B6rth
"Battles of Barfleur and La Hougue, Nine Years' War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battles_of_Barfleur_and_La_Hougue
"Battles of Saratoga, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Battles_of_Saratoga
"Capture of Fort Crown Point, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Capture_of_Fort_Ticonderoga
"Capture of Fort Ticonderoga, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Capture_of_Fort_Ticonderoga
"Siege of Bastogne, World War II",Historical,Land Battle,https://en.wikipedia.org/wiki/Siege_of_Bastogne
"Siege of Fort Vincennes, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Siege_of_Fort_Vincennes
"Siege of Petropavlovsk, Crimean War",Historical,Land Battle,https://en.wikipedia.org/wiki/Siege_of_Petropavlovsk
"Siege of Vicksburg, American Civil War",Historical,Land Battle,https://en.wikipedia.org/wiki/Siege_of_Vicksburg
"Siege of Yorktown, American Revolutionary War",Historical,Land Battle,https://en.wikipedia.org/wiki/Siege_of_Yorktown
"Admiralty Islands Campaign, World War II",Historical,Military Campaign,https://en.wikipedia.org/wiki/Admiralty_Islands_campaign
"Battle of Sicily, World War II",Historical,Military Campaign,https://en.wikipedia.org/wiki/Allied_invasion_of_Sicily
