ClassID,ClassName,SubClassName,Nation,Type,SubType,Existance,ClassLaidDown,StandardDisplacement,FullDisplacement,Length,Breadth,Draught,Engines,ShaftHorsePower,SubmergedShipHorsePower,Fuel,Speed,CruiseSpeed,SubmergedSpeed,SubmergedCruiseSpeed,Range,SubmergedRange,DivingDepth,MainGun,MainBroadside,MainGunTotal,SecondaryGun,SecondaryBroadside,SecondaryGunTotal,MainTorpedoLauncher,MainTorpedoLauncherType,MainTorpedoTubeMax,MainTorpedoTubeTotal,MainTorpedoCount,SecondaryTorpedoLauncher,SecondaryTorpedoLauncherType,SecondaryTorpedoTubeMax,SecondaryTorpedoTubeTotal,SecondaryTorpedoCount,ArmorBeltMat,ArmorBelt,ArmorBeltAngle,ArmorDeck,FlightDeckArea,HangarArea,Catapults,HasSkiJump,Compliment,Source
bb-gangut,Gangut Class,Gangut Class,russia,Battleship,Dreadnought,Built,1909-06-16,23288,26900,180,26.9,8.4,Turbine,52000,0,Coal+Oil,24.1,14,0,0,1500,0,0,305/42 Pattern 1907,12,12,120/50 Pattern 1907,8,16,450mm,Fixed,2,4,,,,0,0,0,Krupp Cemented,225,0,0,,,,FALSE,1140,http://www.navypedia.org/ships/russia/ru_bb_sevastopol.htm
bb-imperatritsa-mariya,Imperatritsa Mariya Class,Imperatritsa Mariya Class,russia,Battleship,Dreadnought,Built,1911-10-30,23200,24500,168.8,27.6,8.4,Turbine,26000,0,Coal+Oil,21,12,0,0,1400,0,0,305/52 Pattern 1907,12,12,130/53 MK-4,10,20,450mm,Fixed,2,4,,,,0,0,0,Krupp Cemented,262,0,0,,,,FALSE,1220,http://www.navypedia.org/ships/russia/ru_bb_imperatritsa_maria.htm
bb-imperator-nikolai-i,Imperator Nikolai I Class,Imperator Nikolai I Class,russia,Battleship,Dreadnought,Cancelled,1915-04-28,27300,30100,182,28.9,8,Turbine,29700,0,Coal+Oil,21,,0,0,,0,0,305/52 Pattern 1907,12,12,130/53 MK-4,10,20,450mm,Fixed,2,4,,,,0,0,0,Krupp Cemented,270,0,0,,,,FALSE,1252,http://www.navypedia.org/ships/russia/ru_bb_demokratiya.htm
bb-sovetsky-soyuz,Sovetsky Soyuz Class,Sovetsky Soyuz Class,russia,Battleship,Fast Battleship,Cancelled,1938-07-15,59150,65150,260,38.9,10.4,Geared Turbine,201000,0,Oil,28,14.5,0,0,5580,0,0,406/50 MK-1,9,9,152/57 MK-4,6,12,,,0,0,0,,,0,0,0,Krupp Cemented,375,5,0,,,,FALSE,1664,http://www.navypedia.org/ships/russia/ru_bb_sovetskiy_soyuz.htm
bb-arkhangelsk,Revenge Class,Arkhangelsk Class,russia,Battleship,Dreadnought,Bought,1944-05-30,29950,34836,190.3,31,8.7,Geared Turbine,40000,0,Oil,22,10,0,0,5080,0,0,381/42 Mark I,8,8,152/45 BL Mark XII,4,8,,,0,0,0,,,0,0,0,Krupp Cemented,330,0,0,,,,FALSE,1230,http://www.navypedia.org/ships/russia/ru_bb_arkhangelsk.htm
bb-novorossiysk,Conte di Cavour Class,Novorossiysk Class,russia,Battleship,Dreadnought,Captured,1949-02-06,26400,29100,168.9,28.6,9.15,Geared Turbine,75000,0,Oil,27,13,0,0,6400,0,0,320/44 1934,10,10,120/50 1926,6,12,,,0,0,0,,,0,0,0,Krupp Cemented,250,0,100,,,,FALSE,1236,http://www.navypedia.org/ships/russia/ru_bb_novorossiysk.htm
cgn-project-1144,Project 1144 Class,Kirov Class,russia,Battleship,Nuclear Guided Missile Battleship,Built,1974-03-26,24200,26200,250.1,28.5,7.8,CONAS,140000,0,Nuclear + Oil,31,,0,0,0,0,0,,2,2,,0,0,533mm,Mount,5,10,10,,,0,0,0,,0,0,0,,,,FALSE,759,http://www.navypedia.org/ships/russia/ru_cr_kirov80.htm
av-orlitsa,Orlitsa Class,Orlitsa Class,russia,Carrier,Seaplane Tender,Converted,1913-12-01,3800,3900,,,,3C-EE,2200,0,Coal,12,,0,0,,0,0,,4,8,,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,FALSE,,http://www.navypedia.org/ships/russia/ru_cm_wwi_av.htm
av-imperator-alexander-i,Imperator Alexander I Class,Imperator Alexander I Class,russia,Carrier,Seaplane Tender,Converted,1914-12-01,9240,9300,,,,3C-EE,5100,0,Coal,15,,0,0,,0,0,,3,6,,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,,0,FALSE,,http://www.navypedia.org/ships/russia/ru_cm_wwi_av.htm
av-regele-carol-i,Regele Carol I Class,Regele Carol I Class,russia,Carrier,Seaplane Tender,Converted,1916-05-01,4000,4200,,,,3C-EE,6500,0,Coal,18,,0,0,,0,0,,3,4,,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,0,0,FALSE,,http://www.navypedia.org/ships/russia/ru_cm_wwi_av.htm
av-rumania,Rumania Class,Rumania Class,russia,Carrier,Seaplane Tender,Converted,1916-05-01,4300,4500,,,,3C-EE,6500,0,Coal,18,,0,0,,0,0,,3,4,,0,0,,,0,0,0,,,0,0,0,,0,0,0,0,0,0,FALSE,,http://www.navypedia.org/ships/russia/ru_cm_wwi_av.htm
cvl-project-1143,Project 1143 Class,Kiev Class,russia,Carrier,Cruiser Aircraft Carrier,Built,1970-07-21,30530,41730,273.1,31,8.95,Geared Turbine,180000,0,Oil,32.5,18,0,0,8000,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,6000,2925,0,FALSE,1865,http://www.navypedia.org/ships/russia/ru_cv_kiev.htm
cvl-project-11433,Project 11433 Class,Novorossiysk Class,russia,Carrier,Cruiser Aircraft Carrier,Built,1975-09-30,31900,43220,273.1,31,9.3,Geared Turbine,180000,0,Oil,32,18,0,0,7160,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,6000,2925,0,FALSE,2037,http://www.navypedia.org/ships/russia/ru_cv_kiev.htm
cvl-project-11434,Project 11434 Class,Baku Class,russia,Carrier,Cruiser Aircraft Carrier,Built,1978-02-17,33440,44490,273.1,31,9.42,Geared Turbine,180000,0,Oil,30.7,18,0,0,7160,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,6000,2925,0,FALSE,2045,http://www.navypedia.org/ships/russia/ru_cv_baku.htm
cv-project-11435,Project 11435 Class,Kuznetsov Class,russia,Carrier,Aircraft Carrier,Built,1982-09-01,46540,59100,270,35,9.76,Geared Turbine,200000,0,Oil,29,18,0,0,8000,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,14800,3975,0,TRUE,2586,http://www.navypedia.org/ships/russia/ru_cv_kuznetsov.htm
cvn-project-11437,Project 11437 Class,Ulyanovsk Class,russia,Carrier,Nuclear Aircraft Carrier,Cancelled,1988-11-25,62580,73400,321.2,41,10.6,Geared Turbine,280000,0,Nuclear,29.5,,0,0,0,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,15500,5600,2,TRUE,3400,http://www.navypedia.org/ships/russia/ru_cv_ulyanovsk.htm
lha-vladivostok,Vladivostok Class,Vladivostok Class,russia,Carrier,Amphibious Assault Carrier,Built,2013-02-01,16500,23000,189,28,6.42,Diesel Generator,19050,0,Diesel,19,15,0,0,11000,0,0,,0,0,,0,0,,,0,0,0,,,0,0,0,,0,0,0,5000,1800,0,FALSE,177,http://www.navypedia.org/ships/russia/ru_ls_vladivostok.htm
ac-dmitriy-donskoy,Dmitriy Donskoy Class,Dmitriy Donskoy Class,russia,Cruiser,Armored Cruiser,Built,1880-10-12,5800,6200,90.4,15.9,7.85,2C-EE,7000,0,Coal,16.5,10,0,0,3300,0,0,203/30,1,2,152/25 Pattern 1877,7,14,381mm,Fixed,2,5,,,,0,0,0,Compound,152,0,0,,,,FALSE,571,http://www.navypedia.org/ships/russia/ru_cr_dmitriy_donskoy.htm
ac-vladimir-monomakh,Vladimir Monomakh Class,Vladimir Monomakh Class,russia,Cruiser,Armored Cruiser,Built,1881-02-28,5750,6000,90.3,15.9,8,2C-EE,7000,0,Coal,15.2,8,0,0,3500,0,0,203/30,2,4,152/25 Pattern 1877,6,12,381mm,Fixed,1,3,,,,0,0,0,Compound,152,0,0,,,,FALSE,566,http://www.navypedia.org/ships/russia/ru_cr_vladimir_monomakh.htm
up-yaroslavl,Yaroslavl' Class,Yaroslavl' Class,russia,Cruiser,Unprotected Cruiser,Bought,1882-04-30,2997,3050,90,12.4,5.97,2C-EE,3000,0,Coal,14,10,0,0,1560,0,0,,4,6,,2,4,381mm,Fixed,2,4,,,,0,0,0,,0,0,0,,,,FALSE,343,http://www.navypedia.org/ships/russia/ru_cr_yaroslavl.htm
ac-admiral-nakhimov,Admiral Nakhimov Class,Admiral Nakhimov Class,russia,Cruiser,Armored Cruiser,Built,1883-12-19,7732,8524,101.5,18.6,8.4,2C-EE,8000,0,Coal,17,10,0,0,4400,0,0,203/35,6,8,152/35 Pattern 1877,5,10,381mm,Fixed,1,3,,,,0,0,0,Compound,254,0,0,,,,FALSE,570,http://www.navypedia.org/ships/russia/ru_cr_admiral_nakhimov88.htm
pc-admiral-kornilov,Admiral Kornilov Class,Admiral Kornilov Class,russia,Cruiser,Protected Cruiser,Built,1885-11-12,5377,5880,112.2,14.8,7.77,3C-EE,5977,0,Coal,17.6,10,0,0,5000,0,0,152/35 Pattern 1877,7,14,,0,0,381mm,Fixed,2,6,,,,0,0,0,Steel,0,0,63,,,,FALSE,479,http://www.navypedia.org/ships/russia/ru_cr_admiral_kornilov.htm
ac-pamiat-azova,Pamiat Azova Class,Pamiat Azova Class,russia,Cruiser,Armored Cruiser,Built,1886-03-16,6674,7000,117.2,17.2,8.18,3C-EE,8500,0,Coal,17,10,0,0,1600,0,0,203/35,1,2,152/35 Pattern 1877,6,13,381mm,Fixed,1,3,,,,0,0,0,Compound,152,0,0,,,,FALSE,640,http://www.navypedia.org/ships/russia/ru_cr_pamyat_azova.htm
ac-riurik-1895,Riurik Class (1895),Riurik Class (1895),russia,Cruiser,Armored Cruiser,Built,1890-05-31,10933,11690,130.1,20.4,7.9,3C-EE,13250,0,Coal,18,10,0,0,6700,0,0,203/35,2,4,152/45 Pattern 1892,8,16,381mm,Fixed,2,6,,,,0,0,0,Steel,254,0,0,,,,FALSE,683,http://www.navypedia.org/ships/russia/ru_cr_riurik.htm
ac-rossiya,Rossiya Class,Rossiya Class,russia,Cruiser,Armored Cruiser,Built,1895-06-01,12130,12195,144.2,20.9,7.92,3C-EE,17000,0,Coal,19.7,10,0,0,7740,0,0,203/45,2,4,152/45 Pattern 1892,8,16,381mm,Fixed,2,5,,,,0,0,0,Harvey,203,0,0,,,,FALSE,839,http://www.navypedia.org/ships/russia/ru_cr_rossiya.htm
pc-svetlana,Svetlana Class (1895),Svetlana Class (1895),russia,Cruiser,Protected Cruiser,Built,1895-07-10,3770,3862,101,13,5.69,3C-EE,8500,0,Coal,21.6,10,0,0,3500,0,0,152/45 Pattern 1892,4,6,,0,0,381mm,Fixed,1,2,,,,0,0,0,Steel,0,0,63,,,,FALSE,401,http://www.navypedia.org/ships/russia/ru_cr_svetlana98.htm
pc-pallada,Pallada Class,Pallada Class,russia,Cruiser,Protected Cruiser,Built,1897-06-04,6731,6900,123.5,16.8,6.35,3C-EE,11610,0,Coal,19.2,10,0,0,3700,0,0,152/45 Pattern 1892,5,8,,12,24,381mm,Fixed,1,3,,,,0,0,0,Steel,0,0,63,,,,FALSE,570,http://www.navypedia.org/ships/russia/ru_cr_pallada.htm
ac-gromoboy,Gromoboy Class,Gromoboy Class,russia,Cruiser,Armored Cruiser,Built,1898-05-20,12360,12455,144.2,20.9,7.92,3C-EE,14500,0,Coal,19,10,0,0,8100,0,0,203/45,2,4,152/45 Pattern 1892,8,16,381mm,Fixed,2,4,,,,0,0,0,Harvey,152,0,0,,,,FALSE,874,http://www.navypedia.org/ships/russia/ru_cr_gromoboy.htm
ac-bayan,Bayan Class,Bayan Class,russia,Cruiser,Armored Cruiser,Built,1898-12-01,7725,7802,135,17.5,6.44,3C-EE,16500,0,Coal,21,14,0,0,2100,0,0,203/45,2,2,152/45 Pattern 1892,4,8,381mm,Fixed,1,2,,,,0,0,0,Harvey,200,0,0,,,,FALSE,573,http://www.navypedia.org/ships/russia/ru_cr_bayan.htm
pc-variag,Variag Class,Variag Class,russia,Cruiser,Protected Cruiser,Built,1899-05-22,6500,7022,129.8,15.9,6.3,3C-EE,21000,0,Coal,23.2,10,0,0,3680,0,0,152/45 Pattern 1892,7,12,,6,12,381mm,Fixed,2,6,,,,0,0,0,Steel,0,0,76,,,,FALSE,580,http://www.navypedia.org/ships/russia/ru_cr_varyag.htm
pc-askold,Askold Class,Askold Class,russia,Cruiser,Protected Cruiser,Built,1899-07-20,5860,5950,130,15.6,6.2,3C-EE,19000,0,Coal,23,10,0,0,4300,0,0,152/45 Pattern 1892,7,12,,6,12,381mm,Fixed,2,6,,,,0,0,0,Steel,0,0,76,,,,FALSE,534,http://www.navypedia.org/ships/russia/ru_cr_askold.htm
pc-bogatyr,Bogatyr Class,Bogatyr Class,russia,Cruiser,Protected Cruiser,Built,1899-12-21,6410,6700,132.4,16.6,6.29,3C-EE,19500,0,Coal,23,10,0,0,4900,0,0,152/45 Pattern 1892,8,12,,6,12,381mm,Fixed,2,4,12,,,0,0,0,Steel,0,0,70,,,,FALSE,581,http://www.navypedia.org/ships/russia/ru_cr_bogatyr.htm
pc-novik,Novik Class,Novik Class,russia,Cruiser,Protected Cruiser,Built,1900-03-12,3000,3080,109.9,12.2,5,3C-EE,17800,0,Coal,25,10,0,0,3500,0,0,,4,6,,0,0,381mm,Fixed,2,5,,,,0,0,0,Nickel Steel,0,0,51,,,,FALSE,328,http://www.navypedia.org/ships/russia/ru_cr_novik.htm
pc-boyarin,Boyarin Class,Boyarin Class,russia,Cruiser,protected Cruiser,Built,1900-09-06,3200,3274,108.3,12.7,4.88,3C-EE,11500,0,Coal,22,10,0,0,3000,0,0,,4,6,,0,0,450mm,Fixed,2,5,,,,0,0,0,Nickel Steel,0,0,51,,,,FALSE,331,http://www.navypedia.org/ships/russia/ru_cr_boyarin.htm
pc-kagul,Bogatyr Class,Kagul Class,russia,Cruiser,Protected Cruiser,Built,1901-03-12,6700,7790,132,16.6,6.29,3C-EE,19500,0,Coal,23,10,0,0,4900,0,0,152/45 Pattern 1892,8,12,,6,12,450mm,Fixed,1,2,6,,,0,0,0,Steel,0,0,70,,,,FALSE,581,http://www.navypedia.org/ships/russia/ru_cr_bogatyr.htm
pc-zhemchug,Zhemchug Class,Zhemchug Class,russia,Cruiser,Protected Cruiser,Built,1902-06-27,3103,3333,109.9,12.8,5,3C-EE,17000,0,Coal,24,10,0,0,2090,0,0,,5,8,,0,0,450mm,Fixed,1,3,,,,0,0,0,Nickel Steel,0,0,50,,,,FALSE,350,http://www.navypedia.org/ships/russia/ru_cr_zhemchug.htm
pc-izumrud,Zhemchug Class,Izumrud Class,russia,Cruiser,Protected Cruiser,Built,1902-06-27,3103,3333,109.9,12.8,5,3C-EE,17000,0,Coal,24,10,0,0,2090,0,0,,4,6,,0,0,450mm,Fixed,1,3,,,,0,0,0,Nickel Steel,0,0,50,,,,FALSE,350,http://www.navypedia.org/ships/russia/ru_cr_zhemchug.htm
pc-oleg,Bogatyr Class,Oleg Class,russia,Cruiser,Protected Cruiser,Built,1902-07-20,6440,7400,132,16.6,6.29,3C-EE,19500,0,Coal,23,10,0,0,4900,0,0,152/45 Pattern 1892,8,12,,6,12,381mm,Fixed,1,2,6,,,0,0,0,Steel,0,0,70,,,,FALSE,581,http://www.navypedia.org/ships/russia/ru_cr_bogatyr.htm
ac-admiral-makarov,Admiral Makarov Class,Admiral Makarov Class,russia,Cruiser,Armored Cruiser,Built,1905-04-04,7890,8250,135,17.5,6.44,3C-EE,16500,0,Coal,21,14,0,0,2100,0,0,203/45,2,2,152/45 Pattern 1892,4,8,450mm,Fixed,1,2,6,,,0,0,0,Krupp,175,0,0,,,,FALSE,573,http://www.navypedia.org/ships/russia/ru_cr_bayan.htm
ac-riurik,Riurik Class,Riurik Class,russia,Cruiser,Armored Cruiser,Built,1905-08-22,16933,17880,161.2,22.9,8.74,3C-EE,19700,0,Coal,21,12,0,0,4000,0,0,254/50 Pattern 1908,4,4,203/50,4,8,450mm,Fixed,1,2,6,,,0,0,0,Krupp,152,0,0,,,,FALSE,950,http://www.navypedia.org/ships/russia/ru_cr_ryurik.htm
cl-muravyov-amurskiy,Muravyov-Amurskiy Class,Muravyov-Amurskiy Class,russia,Cruiser,Light Cruiser,Built,1913-09-23,4390,5252,134.3,13.6,5.9,Turbine,30000,0,Coal+Oil,27.5,12,0,0,4300,0,0,130/53 MK-4,4,8,,0,0,450mm,Fixed,2,5,,,,0,0,0,Krupp Cemented,0,0,40,,,,FALSE,359,http://www.navypedia.org/ships/russia/ru_cr_muravyov_amurskiy.htm
cl-admiral-nakhimov,Admiral Nakhimov Class,Admiral Nakhimov Class,russia,Cruiser,Light Cruiser,Built,1913-10-31,7700,8200,163.2,15.7,6,Turbine,55000,0,Coal+Oil,29.5,14,0,0,2700,0,0,130/53 MK-4,8,15,,0,0,450mm,Fixed,1,2,6,,,0,0,0,Krupp Cemented,76,0,0,,,,FALSE,840,http://www.navypedia.org/ships/russia/ru_cr_admiral_nakhimov.htm
cl-svetlana,Svetlana Class,Svetlana Class,russia,Cruiser,Light Cruiser,Built,1913-11-29,6800,7400,154.8,15.4,5.6,Turbine,50000,0,Coal+Oil,29.5,14,0,0,3350,0,0,130/53 MK-4,8,15,,0,0,450mm,Fixed,1,2,6,,,0,0,0,Krupp Cemented,76,0,0,,,,FALSE,830,http://www.navypedia.org/ships/russia/ru_cr_svetlana.htm
pc-prut,Mecidiye Class,Prut Class,russia,Cruiser,Protected Cruiser,Captured,1915-05-31,3485,3967,100.5,12.8,4.8,3C-EE,6698,0,Coal,18,12,0,0,1100,0,0,130/53 MK-4,4,9,,2,4,450mm,Fixed,1,2,,,,0,0,0,Krupp,0,0,102,,,,FALSE,268,http://www.navypedia.org/ships/russia/ru_cr_prut.htm
ca-kirov,Kirov Class,Kirov Class,russia,Cruiser,Heavy Cruiser,Built,1935-10-15,7890,9350,187,17.7,5.75,Geared Turbine,110000,0,Oil,36,18,0,0,3000,0,0,180/57 Pattern 1932,9,9,100/56 Pattern 1940,3,6,533mm,Mount,3,6,,,,0,0,0,Krupp Cemented,50,0,0,,,,FALSE,734,http://www.navypedia.org/ships/russia/ru_cr_kirov.htm
ca-maxim-gorkiy,Maxim Gorkiy Class,Maxim Gorkiy Class,russia,Cruiser,Heavy Cruiser,Built,1936-12-20,8048,9750,187,17.7,5.87,Geared Turbine,110000,0,Oil,35,17,0,0,5100,0,0,180/57 Pattern 1932,9,9,100/56 Pattern 1940,3,6,533mm,Mount,3,6,,,,0,0,0,Krupp Cemented,70,0,0,,,,FALSE,897,http://www.navypedia.org/ships/russia/ru_cr_maxim_gorkiy.htm
cl-chapayev,Chapayev Class,Chapayev Class,russia,Cruiser,Light Cruiser,Built,1939-08-29,10620,13420,199.2,18.7,6.85,Geared Turbine,124000,0,Oil,33.5,17,0,0,6300,0,0,152/57 MK-4,12,12,100/56 Pattern 1940,4,8,533mm,Mount,3,6,,,,0,0,0,Krupp Cemented,100,0,0,,,,FALSE,1184,http://www.navypedia.org/ships/russia/ru_cr_chapaev.htm
cl-murmansk,Omaha Class,Murmansk Class,russia,Cruiser,Light Cruiser,Bought,1944-03-09,7050,10460,167.6,16.9,4.11,Geared Turbine,90000,0,Oil,34,12,0,0,6660,0,0,152/53 Mk 12,7,10,,0,0,533mm,Mount,3,6,6,,,0,0,0,Krupp Cemented,76,0,0,,,,FALSE,458,http://www.navypedia.org/ships/russia/ru_cr_murmansk.htm
cl-admiral-makarov,Nurnberg Class,Admiral Makarov Class,russia,Cruiser,Light Cruiser,Captured,1946-01-02,7040,8900,170,16.4,4.9,CODAS,72400,0,Oil / Diesel,32,10,0,0,3900,0,0,150/60 SK C/25,9,9,,0,0,533mm,Mount,3,6,6,,,0,0,0,Krupp Cemented,50,0,0,,,,FALSE,896,http://www.navypedia.org/ships/russia/ru_cr_admiral_makarov.htm
cl-sverdlov,Sverdlov Class,Sverdlov Class,russia,Cruiser,Light Cruiser,Built,1948-12-21,13600,16640,210,21.99,7.38,Geared Turbine,118100,0,Oil,32.5,17,0,0,5700,0,0,152/57 MK-4,12,12,100/70 CM-5,6,12,533mm,Mount,5,10,,,,0,0,0,Krupp Cemented,100,0,0,,,,FALSE,1270,http://www.navypedia.org/ships/russia/ru_cr_sverdlov.htm
cl-kerch,Duca d'Aosta Class,Kerch' Class,russia,Cruiser,Light Cruiser,Captured,1949-03-02,8317,10374,171.8,17.5,6.4,Geared Turbine,110000,0,Oil,36.5,14,0,0,3900,0,0,152/53 OTO 1929,8,8,100/47 OTO 1924,4,6,,,0,0,0,,,0,0,0,Krupp Cemented,70,0,0,,,,FALSE,694,http://www.navypedia.org/ships/russia/ru_cr_kerch.htm
cl-shcherbakov,Shcherbakov Class,Shcherbakov Class,russia,Cruiser,Light Cruiser,Cancelled,1951-06-01,13720,16780,210,21.99,7.4,Geared Turbine,110000,0,Oil,31.5,17,0,0,7000,0,0,152/57 MK-4,12,12,100/70 CM-5,6,12,533mm,Mount,5,10,,,,0,0,0,Krupp Cemented,100,0,0,,,,FALSE,1270,http://www.navypedia.org/ships/russia/ru_cr_shcherbakov.htm
cg-project-58,Project 58 Class,Groznyy Class,russia,Cruiser,Guided Missile Cruiser,Built,1960-02-23,4350,5400,142.7,16,5.01,Geared Turbine,90000,0,Oil,34.5,18,0,0,3500,0,0,,4,4,,0,0,533mm,Mount,3,6,,,,0,0,0,,0,0,0,,,,FALSE,304,http://www.navypedia.org/ships/russia/ru_cr_groznyy.htm
cg-project-1134,Project 1134 Class,Admiral Zozulia Class,russia,Cruiser,Guided Missile Cruiser,Built,1964-07-26,5340,7170,156.2,16.8,5.6,Geared Turbine,92000,0,Oil,34,18,0,0,5000,0,0,,4,4,,0,0,533mm,Mount,5,10,10,,,0,0,0,,0,0,0,,,,FALSE,312,http://www.navypedia.org/ships/russia/ru_cr_admiral_zozulia.htm
cg-project-1134a,Project 1134A Class,Kronshtadt Class,russia,Cruiser,Guided Missile Cruiser,Built,1966-11-30,5664,7535,158.9,16.8,5.84,Geared Turbine,90000,0,Oil,32.5,18,0,0,4700,0,0,,4,4,,0,0,533mm,Mount,5,10,10,,,0,0,0,,0,0,0,,,,FALSE,385,http://www.navypedia.org/ships/russia/ru_cr_kronshtadt.htm
cg-project-1134b,Project 1134B Class,Nikolayev Class,russia,Cruiser,Guided Missile Cruiser,Built,1968-06-25,6670,8530,173.4,18.5,5.74,COGAG,92000,0,Gas Oil,32.5,18,0,0,7100,0,0,,4,4,,0,0,533mm,Mount,5,10,10,,,0,0,0,,0,0,0,,,,FALSE,425,http://www.navypedia.org/ships/russia/ru_cr_nikoayev.htm
cg-project-1134bf,Project 1134BF Class,Azov Class,russia,Cruiser,Guided Missile Cruiser,Built,1972-07-21,7010,8900,173.4,18.5,5.74,COGAG,92000,0,Gas Oil,32.5,18,0,0,7100,0,0,,4,4,,0,0,533mm,Mount,2,4,4,,,0,0,0,,0,0,0,,,,FALSE,389,http://www.navypedia.org/ships/russia/ru_cr_nikoayev.htm
cg-project-1164,Project 1164 Class,Slava Class,russia,Cruiser,Guided Missile Cruiser,Built,1976-11-05,9300,11280,186,20.8,6.28,COGAG,130000,0,Gas Oil,32.5,18,0,0,8070,0,0,,2,2,,0,0,533mm,Mount,5,10,10,,,0,0,0,,0,0,0,,,,FALSE,485,http://www.navypedia.org/ships/russia/ru_cr_slava.htm
tg-leytenant-ilyin,Leytenant Ilyin Class,Leytenant Ilyin Class,russia,Escort,Torpedo Gunboat,Built,1885-08-01,604,714,71.4,7.42,3.23,3C-EE,3500,0,Coal,20.8,10,0,0,1560,0,0,47/40 M1885,4,7,,0,0,381mm,Mount,1,2,6,381mm,Fixed,2,5,10,Steel,0,0,19,,,,FALSE,128,http://www.navypedia.org/ships/russia/ru_dd_leytenant_ilyin.htm
tg-kapitan-saken,Kapitan Saken Class,Kapitan Saken Class,russia,Escort,Torpedo Gunboat,Built,1886-11-01,620,742,69.4,7.42,3.12,3C-EE,3000,0,Coal,18.3,10,0,0,1580,0,0,47/40 M1885,3,6,,0,0,381mm,Mount,1,2,16,381mm,Fixed,1,1,3,Steel,0,0,13,,,,FALSE,102,http://www.navypedia.org/ships/russia/ru_dd_kapitan_saken.htm
tg-kazarskiy,Kazarskiy Class,Kazarskiy Class,russia,Escort,Torpedo Gunboat,Built,1888-11-01,400,432,60.2,7.42,3.25,3C-EE,3500,0,Coal,22,15,0,0,1640,0,0,47/40 M1885,4,6,,0,0,381mm,Mount,1,1,,381mm,Fixed,1,1,,,0,0,0,,,,FALSE,65,http://www.navypedia.org/ships/russia/ru_dd_kazarskiy.htm
dd-sokol,Sokol Class,Sokol Class,russia,Escort,Destroyer,Built,1894-11-01,220,240,57.9,5.64,2.29,3C-EE,3800,0,Coal,29,15,0,0,750,0,0,75/50 Pattern 1892,1,1,47/40 M1885,2,3,381mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,54,http://www.navypedia.org/ships/russia/ru_dd_sokol.htm
tg-abrek,Abrek Class,Abrek Class,russia,Escort,Torpedo Gunboat,Built,1895-07-01,535,675,65.5,7.75,3.35,3C-EE,4500,0,Coal,21.2,12,0,0,2000,0,0,75/50 Pattern 1892,2,2,47/40 M1885,2,4,450mm,Mount,1,2,8,,,0,0,0,,0,0,0,,,,FALSE,88,http://www.navypedia.org/ships/russia/ru_dd_abrek.htm
dd-krechet,Krechet Class,Krechet Class,russia,Escort,Destroyer,Built,1896-10-01,250,305,60,5.64,2.26,3C-EE,3800,0,Coal,27,13,0,0,660,0,0,75/50 Pattern 1892,1,1,47/40 M1885,2,3,381mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,58,http://www.navypedia.org/ships/russia/ru_dd_krechet.htm
dd-som,Som Class (1898),Som Class (1898),russia,Escort,Destroyer,Built,1898-10-01,350,412,64.9,6.55,2.92,3C-EE,6000,0,Coal,27.5,15,0,0,1578,0,0,75/50 Pattern 1892,1,1,47/40 M1885,3,5,381mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,62,http://www.navypedia.org/ships/russia/ru_dd_som.htm
dd-kit,Kit Class,Kit Class,russia,Escort,Destroyer,Built,1898-11-01,350,445,63.5,7.01,2.72,3C-EE,6000,0,Coal,27,10,0,0,1500,0,0,75/50 Pattern 1892,1,1,47/40 M1885,3,5,381mm,Mount,3,3,,,,0,0,0,,0,0,0,,,,FALSE,64,http://www.navypedia.org/ships/russia/ru_dd_kit.htm
dd-forel,Forel Class,Forel Class,russia,Escort,Destroyer,Built,1899-10-01,312,347,56.6,5.9,3.02,3C-EE,5200,0,Coal,26.5,13,0,0,1250,0,0,75/50 Pattern 1892,1,1,47/40 M1885,3,5,381mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,64,http://www.navypedia.org/ships/russia/ru_dd_forel.htm
dd-leytenant-burakov-1900,Hai Lung Class,Leytenant Burakov Class,russia,Escort,Destroyer,Captured,1900-06-17,243,284,59,6.4,2.55,3C-EE,6000,0,Coal,33.6,10,0,0,2000,0,0,,4,6,,0,0,350mm,Mount,2,2,,,,0,0,0,,0,0,0,,,,FALSE,57,http://www.navypedia.org/ships/russia/ru_dd_leytenant_burakov00.htm
