FittingID,BatteryID,AmmoID,BatteryRole,BatteryIndex
bb_king_george_v|anson_1944,20-p-markv_x8-doy,20-he-uk,AA Battery,5
bb_king_george_v|anson_1944,20-p-mark1_x5-anson,20-he-uk,AA Battery,5
bb_king_george_v|anson_1945,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1945,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1945,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|anson_1945,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|anson_1945,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|anson_1945,40-cp-markvii_x6,40-he-2pdr,AA Battery,4
bb_king_george_v|anson_1945,20-p-markv_x6-anson,20-he-uk,AA Battery,5
bb_king_george_v|anson_1945,20-p-mark1_x5-anson,20-he-uk,AA Battery,5
bb_king_george_v|anson_1946,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1946,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1946,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|anson_1946,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|anson_1946,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|anson_1946,40-cp-markvii_x2,40-he-2pdr,AA Battery,4
bb_king_george_v|anson_1946,20-p-markv_x4-anson,20-he-uk,AA Battery,5
bb_king_george_v|anson_1949,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1949,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|anson_1949,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|anson_1949,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|anson_1949,40-cp-markvii-single_x6-anson,40-he-mk1,AA Battery,3
bb_king_george_v|anson_1949,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1943,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1943,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1943,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|howe_1943,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|howe_1943,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1943,20-p-markv_x4-anson,20-he-uk,AA Battery,5
bb_king_george_v|howe_1943,20-p-mark1_x34-howe,20-he-uk,AA Battery,5
bb_king_george_v|howe_1945,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1945,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1945,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|howe_1945,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|howe_1945,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1945,40-cp-markvii_x2-howe,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1945,20-p-markv_x4-anson,20-he-uk,AA Battery,5
bb_king_george_v|howe_1945,20-p-mark1_x15-howe,20-he-uk,AA Battery,5
bb_king_george_v|howe_1946,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1946,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1946,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|howe_1946,40-cp-rp-markii_x2,40-he-mk1,AA Battery,3
bb_king_george_v|howe_1946,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1946,20-p-markv_x4-anson,20-he-uk,AA Battery,5
bb_king_george_v|howe_1949,356-ag-markii_b,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1949,356-ag-markiii_ay,356-apc-markviib,Primary Gun,1
bb_king_george_v|howe_1949,134-ag-marki_x8,134-sap-markic_134-he,Secondary Gun,2
bb_king_george_v|howe_1949,40-cp-markva_x8-kjv,40-he-2pdr,AA Battery,4
bb_king_george_v|howe_1949,20-p-markv_x4-anson,20-he-uk,AA Battery,5
bb_nelson,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson,40-p-markii_x8,40-he-uk,AA Battery,4
bb_nelson,622-tt-hull_x2-side,,,
bb_nelson,placeholder_torpedo,,,
bb_nelson|1932,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1932,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1932,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1932,40-cp-markv_x1,40-he-2pdr,AA Battery,4
bb_nelson|1932,622-tt-hull_x2-side,,,
bb_nelson|1932,placeholder_torpedo,,,
bb_nelson|1935_nelson,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1935_nelson,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1935_nelson,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1935_nelson,40-cp-markv_x1,40-he-2pdr,AA Battery,4
bb_nelson|1935_nelson,12-cp-markii_x2-fore,12-b-uk,AA Battery,5
bb_nelson|1935_nelson,622-tt-hull_x2-side,,,
bb_nelson|1935_nelson,placeholder_torpedo,,,
bb_nelson|1935,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1935,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1935,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1935,40-cp-markv_x2,40-he-2pdr,AA Battery,4
bb_nelson|1935,12-cp-markii_x2-fore,12-b-uk,AA Battery,5
bb_nelson|1935,622-tt-hull_x2-side,,,
bb_nelson|1935,placeholder_torpedo,,,
bb_nelson|1938_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1938_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1938_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1938_rodney,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bb_nelson|1938_rodney,12-cp-markii_x2-fore,12-b-uk,AA Battery,5
bb_nelson|1938_rodney,622-tt-hull_x2-side,,,
bb_nelson|1938_rodney,placeholder_torpedo,,,
bb_nelson|1940_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1940_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1940_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1940_rodney,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bb_nelson|1940_rodney,20-p-mark1_x2-turret,20-he-uk,AA Battery,5
bb_nelson|1940_rodney,12-cp-markii_x2-fore,12-b-uk,AA Battery,6
bb_nelson|1940_rodney,622-tt-hull_x2-side,,,
bb_nelson|1940_rodney,placeholder_torpedo,,,
bb_nelson|1941_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1941_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1941_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1941_rodney,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1941_rodney,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
bb_nelson|1941_rodney,20-p-mark1_x2-fore,20-he-uk,AA Battery,5
bb_nelson|1941_rodney,12-cp-markii_x2-fore,12-b-uk,AA Battery,6
bb_nelson|1941_rodney,622-tt-hull_x2-side,,,
bb_nelson|1941_rodney,placeholder_torpedo,,,
bb_nelson|1942_2_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1942_2_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1942_2_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1942_2_rodney,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1942_2_rodney,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
bb_nelson|1942_2_rodney,20-p-mark1_x17-rodney,20-he-uk,AA Battery,5
bb_nelson|1942_2_rodney,622-tt-hull_x2-side,,,
bb_nelson|1942_2_rodney,placeholder_torpedo,,,
bb_nelson|1942_8_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1942_8_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1942_8_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1942_8_rodney,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1942_8_rodney,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
bb_nelson|1942_8_rodney,20-p-mark1_x21-rodney,20-he-uk,AA Battery,5
bb_nelson|1942_8_rodney,622-tt-hull_x2-side,,,
bb_nelson|1942_8_rodney,placeholder_torpedo,,,
bb_nelson|1943_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1943_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1943_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1943_rodney,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1943_rodney,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
bb_nelson|1943_rodney,20-p-markv_x5-rodney,20-he-uk,AA Battery,5
bb_nelson|1943_rodney,20-p-mark1_x51-rodney,20-he-uk,AA Battery,5
bb_nelson|1943_rodney,622-tt-hull_x2-side,,,
bb_nelson|1943_rodney,placeholder_torpedo,,,
bb_nelson|1944_rodney,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1944_rodney,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1944_rodney,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1944_rodney,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1944_rodney,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
bb_nelson|1944_rodney,20-p-markv_x5-rodney,20-he-uk,AA Battery,5
bb_nelson|1944_rodney,20-p-mark1_x53-rodney,20-he-uk,AA Battery,5
bb_nelson|1944_rodney,622-tt-hull_x2-side,,,
bb_nelson|1944_rodney,placeholder_torpedo,,,
bb_nelson|1940,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1940,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1940,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1940,40-cp-markva_x5-rodney,40-he-2pdr,AA Battery,4
bb_nelson|1940,12-cp-markii_x2-fore,12-b-uk,AA Battery,5
bb_nelson|1940,178-up_x4-nelson,,AA Battery,6
bb_nelson|1940,placeholder_unrotated-projectile,,,
bb_nelson|1940,622-tt-hull_x2-side,,,
bb_nelson|1940,placeholder_torpedo,,,
bb_nelson|1941,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1941,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1941,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1941,40-cp-markva_x6-nelson,40-he-2pdr,AA Battery,4
bb_nelson|1941,20-p-mark1_x13-nelson,20-he-uk,AA Battery,5
bb_nelson|1941,12-cp-markii_x2-fore,12-b-uk,AA Battery,6
bb_nelson|1942,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1942,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1942,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1942,40-cp-markva_x6-nelson,40-he-2pdr,AA Battery,4
bb_nelson|1942,20-p-mark1_x14-nelson,20-he-uk,AA Battery,5
bb_nelson|1942,12-cp-markii_x2-fore,12-b-uk,AA Battery,6
bb_nelson|1943,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1943,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1943,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1943,40-cp-markva_x6-nelson,40-he-2pdr,AA Battery,4
bb_nelson|1943,20-p-mark1_x29-nelson,20-he-uk,AA Battery,5
bb_nelson|1944,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1944,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1944,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1944,40-cp-rp-markii_x4,40-he-mk1,AA Battery,4
bb_nelson|1944,40-cp-markva_x6-nelson,40-he-2pdr,AA Battery,5
bb_nelson|1944,20-p-mark1_x56-nelson,20-he-uk,AA Battery,6
bb_nelson|1946,406-ag-marki_abx,406-ap-markib,Primary Gun,1
bb_nelson|1946,152-ag-markxviii_x6,152-cpbc-markxxvb,Secondary Gun,2
bb_nelson|1946,120-cp-ha-markxii_x6,120-he-uk,AA Battery,3
bb_nelson|1946,40-cp-rp-markii_x4,40-he-mk1,AA Battery,4
bb_nelson|1946,40-cp-markva_x6-nelson,40-he-2pdr,AA Battery,5
bc_admiral,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral,140-cpii_x12,140-cpc-uk,Secondary Gun,2
bc_admiral,102-cp-ha-markiii_x4-admiral,102-he-uk,AA Battery,3
bc_admiral,533-tt-hull_x6-side,,,
bc_admiral,placeholder_torpedo,,,
bc_admiral|1931,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1931,140-cpii_x12,140-cpc-uk,Secondary Gun,2
bc_admiral|1931,102-cp-ha-markiii_x4-admiral,102-he-uk,AA Battery,3
bc_admiral|1931,40-cp-markv_x2,40-he-2pdr,AA Battery,4
bc_admiral|1931,533-tt-hull_x6-side,,,
bc_admiral|1931,placeholder_torpedo,,,
bc_admiral|1932,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1932,140-cpii_x12,140-cpc-uk,Secondary Gun,2
bc_admiral|1932,102-cp-ha-markiii_x4-admiral,102-he-uk,AA Battery,3
bc_admiral|1932,40-cp-markv_x2,40-he-2pdr,AA Battery,4
bc_admiral|1932,12-cp-markii_x2-fore,12-b-uk,AA Battery,5
bc_admiral|1932,533-tt-hull_x6-side,,,
bc_admiral|1932,placeholder_torpedo,,,
bc_admiral|1937,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1937,140-cpii_x12,140-cpc-uk,Secondary Gun,2
bc_admiral|1937,102-cp-ha-markiii_x4-admiral,102-he-uk,AA Battery,3
bc_admiral|1937,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bc_admiral|1937,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_admiral|1937,533-tt-hull_x4-side,,,
bc_admiral|1937,placeholder_torpedo,,,
bc_admiral|1938,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1938,140-cpii_x10,140-cpc-uk,Secondary Gun,2
bc_admiral|1938,102-cp-ha-markiii_x6,102-he-uk,AA Battery,3
bc_admiral|1938,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bc_admiral|1938,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_admiral|1938,533-tt-hull_x4-side,,,
bc_admiral|1938,placeholder_torpedo,,,
bc_admiral|1939_6,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1939_6,140-cpii_x10,140-cpc-uk,Secondary Gun,2
bc_admiral|1939_6,102-cp-twin-ha-markxix_x4,102-he-markxix,AA Battery,3
bc_admiral|1939_6,102-cp-ha-markiii_x6,102-he-uk,AA Battery,3
bc_admiral|1939_6,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bc_admiral|1939_6,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_admiral|1939_6,533-tt-hull_x4-side,,,
bc_admiral|1939_6,placeholder_torpedo,,,
bc_admiral|1939_8,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1939_8,140-cpii_x12,140-cpc-uk,Secondary Gun,2
bc_admiral|1939_8,102-cp-twin-ha-markxix_x7,102-he-markxix,AA Battery,3
bc_admiral|1939_8,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,4
bc_admiral|1939_8,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_admiral|1939_8,533-tt-hull_x4-side,,,
bc_admiral|1939_8,placeholder_torpedo,,,
bc_admiral|1940,381-ag-markii_abxy,381-apc-markva,Primary Gun,1
bc_admiral|1940,102-cp-twin-ha-markxix_x7,102-he-markxix,AA Battery,2
bc_admiral|1940,40-cp-markv_x3-nelson,40-he-2pdr,AA Battery,3
bc_admiral|1940,12-cp-markii_x4,12-b-uk,AA Battery,4
bc_admiral|1940,178-up_x5-hood,,AA Battery,5
bc_admiral|1940,placeholder_unrotated-projectile,,,
bc_admiral|1940,533-tt-hull_x4-side,,,
bc_admiral|1940,placeholder_torpedo,,,
bc_furious,457-ag-b_ay,457-apc-4crh,Primary Gun,1
bc_furious,140-gs-pi_x11,140-cpc-uk,Secondary Gun,2
bc_furious,76-cp-ha-markii_x2-furious,76-he-uk-early,AA Battery,3
bc_furious,533-tt-hull_x2-side,,,
bc_furious,placeholder_torpedo,,,
bc_courageous,381-ag-marki_ay,381-apc-markia,Primary Gun,1
bc_courageous,102-gs-ti-marki_x6,102-he-uk,Secondary Gun,2
bc_courageous,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,3
bc_courageous,533-tt-hull_x2-side,,,
bc_courageous,placeholder_torpedo,,,
bc_courageous|1917_glorious,381-ag-marki_ay,381-apc-markia,Primary Gun,1
bc_courageous|1917_glorious,102-gs-ti-marki_x6,102-he-uk,Secondary Gun,2
bc_courageous|1917_glorious,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,3
bc_courageous|1917_glorious,533-tt-twin_x6,,,
bc_courageous|1917_glorious,533-tt-hull_x2-side,,,
bc_courageous|1917_glorious,placeholder_torpedo,,,
bc_courageous|1917,381-ag-marki_ay,381-apc-markia,Primary Gun,1
bc_courageous|1917,102-gs-ti-marki_x6,102-he-uk,Secondary Gun,2
bc_courageous|1917,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,3
bc_courageous|1917,533-tt-twin_x2,,,
bc_courageous|1917,533-tt-hull_x2-side,,,
bc_courageous|1917,placeholder_torpedo,,,
bc_renown,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown,102-gs-ti-marki_x5,102-he-uk,Secondary Gun,2
bc_renown,102-gs-cpi_x2,102-he-uk,Secondary Gun,3
bc_renown,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,4
bc_renown,533-tt-hull_x2-side,,,
bc_renown,placeholder_torpedo,,,
bc_renown_1916,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown_1916,102-gs-ti-marki_x5,102-he-uk,Secondary Gun,2
bc_renown_1916,102-gs-cpi_x2,102-he-uk,Secondary Gun,3
bc_renown_1916,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,4
bc_renown_1916,533-tt-hull_x2-side,,,
bc_renown_1916,placeholder_torpedo,,,
bc_renown_1916|1921,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown_1916|1921,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_renown_1916|1921,102-gs-cpi_x2,102-he-uk,Secondary Gun,3
bc_renown_1916|1921,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,4
bc_renown_1916|1921,533-tt-hull_x2-side,,,
bc_renown_1916|1921,placeholder_torpedo,,,
bc_repulse_1918,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1918,102-gs-ti-marki_x5,102-he-uk,Secondary Gun,2
bc_repulse_1918,102-gs-cpi_x2,102-he-uk,Secondary Gun,3
bc_repulse_1918,76-cp-ha-markii_x2,76-he-uk-early,AA Battery,4
bc_repulse_1918,533-tt-twin_x4,,,
bc_repulse_1918,533-tt-hull_x2-side,,,
bc_repulse_1918,placeholder_torpedo,,,
bc_repulse_1918|1924,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1918|1924,102-gs-ti-marki_x5,102-he-uk,Secondary Gun,2
bc_repulse_1918|1924,102-cp-ha-markiii_x4-rr,102-he-uk,AA Battery,3
bc_repulse_1918|1924,533-tt-twin_x4,,,
bc_repulse_1918|1924,533-tt-hull_x2-side,,,
bc_repulse_1918|1924,placeholder_torpedo,,,
bc_renown_1923,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown_1923,102-gs-ti-marki_x5,102-he-uk,Secondary Gun,2
bc_renown_1923,102-cp-ha-markiii_x4-rr,102-he-uk,AA Battery,3
bc_renown_1923,533-tt-hull_x2-side,,,
bc_renown_1923,placeholder_torpedo,,,
bc_renown_1923|1932_3,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown_1923|1932_3,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_renown_1923|1932_3,102-cp-ha-markiii_x4-rr,102-he-uk,AA Battery,3
bc_renown_1923|1932_3,533-tt-hull_x2-side,,,
bc_renown_1923|1932_3,placeholder_torpedo,,,
bc_renown_1923|1932_5,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_renown_1923|1932_5,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_renown_1923|1932_5,102-cp-ha-markiii_x4-repulse,102-he-uk,AA Battery,3
bc_renown_1923|1932_5,40-cp-markv_x2-wing,40-he-2pdr,AA Battery,4
bc_renown_1923|1932_5,12-cp-markii_x2-aft,12-b-uk,AA Battery,5
bc_renown_1923|1932_5,533-tt-hull_x2-side,,,
bc_renown_1923|1932_5,placeholder_torpedo,,,
bc_repulse_1933,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1933,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_repulse_1933,102-cp-ha-markiii_x4-repulse,102-he-uk,AA Battery,3
bc_repulse_1933,40-cp-markv_x2-wing,40-he-2pdr,AA Battery,4
bc_repulse_1933,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_repulse_1933,533-tt-twin_x2,,,
bc_repulse_1933,placeholder_torpedo,,,
bc_repulse_1933|1936,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1933|1936,102-ag-twin-hala-bd-markxviii_x2,102-he-uk,Secondary Gun,2
bc_repulse_1933|1936,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_repulse_1933|1936,102-cp-ha-markiii_x4-repulse,102-he-uk,AA Battery,3
bc_repulse_1933|1936,40-cp-markv_x2-wing,40-he-2pdr,AA Battery,4
bc_repulse_1933|1936,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_repulse_1933|1936,533-tt-twin_x2,,,
bc_repulse_1933|1936,placeholder_torpedo,,,
bc_renown_1936,381-ag-markii_aby,381-apc-markia,Primary Gun,1
bc_renown_1936,114-ag-markii-bd_x10,114-he-uk,Secondary Gun,2
bc_renown_1936,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_renown_1936,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_renown_1936,533-tt-twin_x4,,,
bc_renown_1936,533-tt-hull_x2-side,,,
bc_renown_1936,placeholder_torpedo,,,
bc_repulse_1933|1938_9,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1933|1938_9,102-gs-ti-marki_x4-rr,102-he-uk,Secondary Gun,2
bc_repulse_1933|1938_9,102-cp-ha-markiii_x6-repulse,102-he-uk,AA Battery,3
bc_repulse_1933|1938_9,40-cp-markv_x2-wing,40-he-2pdr,AA Battery,4
bc_repulse_1933|1938_9,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_repulse_1933|1938_9,533-tt-twin_x2,,,
bc_repulse_1933|1938_9,placeholder_torpedo,,,
bc_repulse_1933|1940,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1933|1940,102-gs-ti-marki_x3-rr,102-he-uk,Secondary Gun,2
bc_repulse_1933|1940,102-cp-ha-markiii_x6-repulse,102-he-uk,AA Battery,3
bc_repulse_1933|1940,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_repulse_1933|1940,12-cp-markii_x4,12-b-uk,AA Battery,5
bc_repulse_1933|1940,533-tt-twin_x2,,,
bc_repulse_1933|1940,placeholder_torpedo,,,
bc_repulse_1933|1941,381-ag-marki_aby,381-apc-markia,Primary Gun,1
bc_repulse_1933|1941,102-gs-ti-marki_x3-rr,102-he-uk,Secondary Gun,2
bc_repulse_1933|1941,102-cp-ha-markiii_x6-repulse,102-he-uk,AA Battery,3
bc_repulse_1933|1941,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_repulse_1933|1941,20-p-mark1_x8-repulse,20-he-uk,AA Battery,5
bc_repulse_1933|1941,12-cp-markii_x4,12-b-uk,AA Battery,6
bc_repulse_1933|1941,533-tt-twin_x2,,,
bc_repulse_1933|1941,placeholder_torpedo,,,
bc_renown_1936|1941,381-ag-markii_aby,381-apc-markia,Primary Gun,1
bc_renown_1936|1941,114-ag-markii-bd_x10,114-he-uk,Secondary Gun,2
bc_renown_1936|1941,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_renown_1936|1941,20-p-mark1_x8-renown,20-he-uk,AA Battery,5
bc_renown_1936|1941,12-cp-markii_x4,12-b-uk,AA Battery,6
bc_renown_1936|1941,533-tt-twin_x4,,,
bc_renown_1936|1941,533-tt-hull_x2-side,,,
bc_renown_1936|1941,placeholder_torpedo,,,
bc_renown_1936|1942,381-ag-markii_aby,381-apc-markia,Primary Gun,1
bc_renown_1936|1942,114-ag-markii-bd_x10,114-he-uk,Secondary Gun,2
bc_renown_1936|1942,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_renown_1936|1942,20-p-mark1_x18-renown,20-he-uk,AA Battery,5
bc_renown_1936|1942,533-tt-twin_x4,,,
bc_renown_1936|1942,533-tt-hull_x2-side,,,
bc_renown_1936|1942,placeholder_torpedo,,,
bc_renown_1936|1943,381-ag-markii_aby,381-apc-markia,Primary Gun,1
bc_renown_1936|1943,114-ag-markii-bd_x10,114-he-uk,Secondary Gun,2
bc_renown_1936|1943,40-cp-markv_x3-rr,40-he-2pdr,AA Battery,4
bc_renown_1936|1943,20-p-markv_x14-renown,20-he-uk,AA Battery,5
bc_renown_1936|1943,20-p-mark1_x21-renown,20-he-uk,AA Battery,5
bc_renown_1936|1943,533-tt-twin_x4,,,
bc_renown_1936|1943,533-tt-hull_x2-side,,,
bc_renown_1936|1943,placeholder_torpedo,,,
bc_renown_1936|1944,381-ag-markii_aby,381-apc-markia,Primary Gun,1
bc_renown_1936|1944,114-ag-markii-bd_x10,114-he-uk,Secondary Gun,2
bc_renown_1936|1944,40-cp-markvii_x1-turret,40-he-2pdr,AA Battery,4
