AmmoID,AmmoName,AmmoNation,AmmoCaliber,SurfaceShellWeight,SurfaceShellCharge,SurfaceShellChargeType,AAShellWeight,AAShellCharge,AAShellChargeType,AmmoSource
152-com-mk28,"6"" Common Mark 28",usa,152,47.6,2.6,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_6-47_mk17.php
152-com-mk27,"6"" SP Common Mark 27",usa,152,47.6,1,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_6-53_mk12.php
152-cpc,"6"" CPC",usa,152,45.3,0.9,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_6-50_mk5.php
127-spc-mk42_127-hc-mark41,SP Common Mark 42 + HC Mark 41,usa,127,31.75,0.97,Explosive D,31.5,3.5,Explosive D,http://www.navweaps.com/Weapons/WNUS_5-54_mk16.php
127-ap-60,"AP 5"" 60 lbs",usa,127,27.2,0.77,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_5-50_mk5.php
127-spc-mk32_127-aac-mk34,SP Common Mark 32 + AAC Mark 34,usa,127,25,0.9,Explosive D,25,3.3,Explosive D,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php
127-spc-mk32,SP Common Mark 32,usa,127,25,0.9,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_5-38_mk12.php
127-hc-mk36_127-aac-mk28,HC Mark 36 + AAC Mark 28,usa,127,24.4,0.9,Explosive D,24.5,3.3,Explosive D,http://www.navweaps.com/Weapons/WNUS_5-25_mk10.php
127-com-mk15,Common Mark 15,usa,127,22.7,0.78,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_5-50_mk5.php
127-ap-50,"AP 5"" 50 lbs",usa,127,22.7,0.77,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_5-50_mk5.php
127-ap,"AP 5""",usa,127,22.7,0.77,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_5-51_mk7.php
120-com,"Common 4.7""",usa,120,20.4,3.1,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_47-50_mk3.php
102-sp-mk16,"4"" SP Common Mark 16",usa,102,15,0.53,Explosive D,0,0,,http://www.navweaps.com/Weapons/WNUS_4-50_mk9.php
102-com-mk6-bp,"4"" Common Mark 6 (BP)",usa,102,15,0.5,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_4-50_mk9.php
102-com-mk6,"4"" Common Mark 6",usa,102,15,0.63,Black Powder and TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_4-50_mk9.php
102-ap,"5"" AP",usa,102,15,0.4,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_4-40_mk1.php
76-hc-mk24_76-aa-mk23,"3"" HC Mark 27 + 3"" AA Mark 23",usa,76,5.9,0.34,TNT,5.9,0.34,TNT,http://www.navweaps.com/Weapons/WNUS_3-50_mk10-22.php
76-hc-mk24,"3"" HC Mark 27",usa,76,5.9,0.34,TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_3-50_mk10-22.php
76-com-mk3_76-aa-mk26,"3"" Common Mark 3 + 3"" AA Mark 26",usa,76,5.9,0.62,Black Powder and TNT,5.9,0.34,TNT,http://www.navweaps.com/Weapons/WNUS_3-23_mk13.php
76-com-mk3,"3"" Common Mark 3",usa,76,5.9,0.62,Black Powder and TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_3-23_mk13.php
76-com,"3"" Common",usa,76,5.9,0.58,Black Powder and TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_3-50_mk2.php
76-aa-mk34,"3"" AA Mark 34",usa,76,0,0,,6.8,,,http://www.navweaps.com/Weapons/WNUS_3-70_mk37.php
76-aa-mk31,"3"" AA VT Mark 31",usa,76,0,0,,5.9,0.24,TNT,http://www.navweaps.com/Weapons/WNUS_3-50_mk27-33-34.php
57-com-mk3-mod3,Common Mark 3 Mod 3,usa,57,2.7,0.1,Black Powder and TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_6pounder_m1.php
47-com-mk4,Common Mark 4,usa,47,1.5,0.06,Black Powder and TNT,0,0,,http://www.navweaps.com/Weapons/WNUS_3pounder_m1.php
40-he-mk1,HE Mark 1,usa,40,0.9,0.07,TNT,0.9,0.07,TNT,http://www.navweaps.com/Weapons/WNUS_4cm-56_mk12.php
37-com-mk4,Common Mark 2,usa,37,0.49,0.01,Black Powder,0,0,,http://www.navweaps.com/Weapons/WNUS_1pounder_m1.php
28-het-mk1,HE-T Mark 1,usa,28,0.86,0.02,Explosive D,0.86,0.02,Explosive D,http://www.navweaps.com/Weapons/WNUS_1-1-75_mk1.php
20-he-mk3,HE Mark 3,usa,20,0.12,0.01,TNT,0.12,0.01,TNT,http://www.navweaps.com/Weapons/WNUS_2cm-70_mk234.php
12-b-us,"US 0.50""",usa,12.7,0.05,0,None,0.05,0,None,http://navypedia.org/arms/usa/arms_usa_guns.htm
11-b-45-70-405,US .45-70-405,usa,11.4,0.03,0,None,0.03,0,None,https://en.wikipedia.org/wiki/.45-70
7-b-us,"US 0.30""",usa,7.6,0.01,0,None,0.01,0,None,http://navypedia.org/arms/usa/arms_usa_guns.htm
